Usuario,Categorias,Numero_articulos,Fecha,Precio,Valoracion,Comentarios,Proveedores
245,Hogar,4,2019-04-11 23:27:58.703505,230.03,1.9, la calidad no es la esperada,Vileda
80,Ferreteria,10,2019-01-12 19:01:43.575777,373.25,1.1,no llego el producto,Sika
450,Juguetes,5,2020-07-27 22:02:01.070039,207.21,1.1,no llego el producto,Chicco
53,Juguetes,1,2019-06-15 03:15:43.358244,116.55,4.8,justo lo que esperaba,Chicco
13,Zapatos,3,2020-06-20 06:37:39.859116,493.85,4.7,buena relacion calidad-precio,New balance
277,Baño,11,2019-12-26 00:02:25.818558,458.09,1.9, la calidad no es la esperada,KH7
425,Ferreteria,3,2019-12-21 17:36:23.633395,15.74,0.2,no cumple las expectativas,Yale
24,Accesorios,9,2020-03-08 21:03:45.523658,380.24,3.2,llego justo a tiempo,Ray-ban
127,Libros,3,2020-03-19 18:33:02.743057,401.62,1.9,no llego en tiempo,Alianza Editorial
441,Cocina,8,2019-08-27 11:44:59.279505,139.91,2.6,me gusto,Oscar mayer
77,Zapatos,2,2019-09-24 17:36:05.806414,157.4,0.0,no llego el producto,New balance
25,Ropa,6,2019-07-26 12:15:45.917968,29.74,2.7, cumple las expectativas,Roxy
304,Baño,1,2019-12-27 23:52:02.422659,456.57,3.7,buena relacion calidad-precio,Cif
137,Accesorios,3,2019-05-11 18:35:52.462122,50.3,3.8, muy bueno!,Ray-ban
98,Hogar,6,2020-06-03 22:35:28.516671,315.89,4.8, muy bueno!,Henkel
117,Accesorios,1,2019-10-20 17:21:58.796302,110.75,1.4,muy malo,Bimba y Lola
321,Baño,3,2020-09-04 11:53:02.622616,105.02,1.1,no cumple las expectativas,Don limpio
451,Zapatos,7,2020-06-13 17:48:46.809396,397.65,1.8, la calidad no es la esperada,New balance
357,Deporte,11,2020-02-10 04:42:09.082240,329.63,3.8,buena relacion calidad-precio,Nike
190,Ferreteria,6,2019-01-31 04:30:06.860670,366.32,4.9,buena relacion calidad-precio,Yale
187,Hogar,9,2020-03-07 17:23:40.148510,452.24,2.0,el paquete llego en mal estado,Colgate - palmolive
491,Baño,9,2020-12-17 01:25:16.722399,353.33,1.1,muy malo,Cristasol
395,Baño,10,2020-09-27 08:46:56.554631,249.81,2.6,llego justo a tiempo,Don limpio
92,Zapatos,1,2020-11-14 04:34:04.207520,335.3,3.3,me gusto,Skechers
151,Zapatos,11,2019-12-27 18:25:30.173390,498.29,3.8,justo lo que esperaba,Crocs
224,Zapatos,4,2020-01-06 00:37:28.897816,213.37,2.4, la calidad no es la esperada,Skechers
76,Electronica,2,2019-08-12 07:18:57.765461,197.62,4.8, muy bueno!,General Electric
413,Baño,5,2020-04-26 18:25:51.074262,347.36,2.2,no llego en tiempo,KH7
64,Juguetes,4,2019-06-29 11:00:19.044882,47.63,3.5,me gusto,Fisher-price
86,Hogar,10,2019-05-26 20:15:51.071897,49.45,2.5,no llego en tiempo,Unilever
475,Cocina,3,2020-03-27 00:17:44.229444,99.67,2.0,no llego en tiempo,Oscar mayer
2,Baño,8,2019-05-14 10:08:35.769938,163.23,4.6, muy bueno!,KH7
128,Baño,9,2020-08-26 02:57:43.865175,72.62,1.5,no llego el producto,Cristasol
197,Baño,2,2020-02-11 09:14:59.385291,269.12,2.9,me gusto,Don limpio
297,Ropa,3,2019-01-25 15:48:10.860303,408.1,2.8,llego justo a tiempo,Roxy
45,Libros,3,2019-09-23 13:59:04.241394,172.65,4.2,justo lo que esperaba,Valdemar
330,Baño,7,2019-03-05 13:24:56.328351,321.62,3.8,buena relacion calidad-precio,Don limpio
339,Deporte,3,2020-01-03 13:00:58.099585,407.42,2.4,no llego en tiempo,Asics
74,Cocina,5,2019-02-17 15:11:53.892959,31.26,3.5,me gusto,Oscar mayer
130,Cocina,3,2020-08-02 01:49:03.735892,224.13,3.7,justo lo que esperaba,Bimbo
484,Libros,2,2019-09-26 04:50:25.272502,354.95,0.5,muy malo,Valdemar
244,Accesorios,4,2019-06-25 02:10:54.825993,344.42,3.5, cumple las expectativas,Ray-ban
411,Accesorios,7,2019-05-21 13:10:11.487529,244.0,3.1, cumple las expectativas,Ray-ban
137,Cocina,3,2019-02-17 18:06:17.030060,129.77,3.0, cumple las expectativas,Bimbo
268,Hogar,2,2019-08-07 12:34:02.544496,84.64,3.8, muy bueno!,Colgate - palmolive
333,Ferreteria,8,2020-06-18 12:10:18.597288,181.92,3.7,buena relacion calidad-precio,3M
350,Ropa,10,2020-10-08 17:18:58.560162,435.77,3.5, cumple las expectativas,Roxy
54,Ferreteria,3,2020-04-03 23:12:53.207230,69.72,3.1,me gusto,Sika
252,Juguetes,11,2019-06-29 22:43:02.110319,66.53,1.7,no llego en tiempo,Playmobile
31,Cocina,1,2019-11-27 20:00:29.875796,348.99,4.2, muy bueno!,Bimbo
39,Cocina,7,2019-06-07 16:36:25.692548,259.88,2.5,el paquete llego en mal estado,Flora
366,Juguetes,5,2019-01-02 04:17:49.583487,63.09,1.4,no llego el producto,Chicco
84,Baño,11,2020-04-05 04:14:47.291292,229.46,3.3,llego justo a tiempo,Cif
40,Zapatos,2,2019-08-03 00:16:11.642502,383.97,4.3,buena relacion calidad-precio,New balance
277,Accesorios,8,2020-10-20 08:41:51.833045,467.14,2.1, la calidad no es la esperada,Polo
364,Accesorios,3,2019-07-15 11:06:20.527792,165.84,2.8,llego justo a tiempo,Polo
158,Deporte,4,2019-05-22 20:03:07.081168,362.46,3.7,buena relacion calidad-precio,Asics
248,Juguetes,1,2019-12-11 01:34:01.828282,178.44,4.4,justo lo que esperaba,Playmobile
276,Ropa,3,2019-10-15 08:49:13.381797,61.37,0.8,no cumple las expectativas,Roxy
43,Electronica,4,2020-11-27 22:49:24.987990,482.21,1.1,no cumple las expectativas,Apple
170,Zapatos,3,2020-07-01 03:54:57.908244,42.19,3.8,buena relacion calidad-precio,Skechers
293,Accesorios,11,2019-03-25 05:03:31.038583,305.18,3.8,justo lo que esperaba, Michael Kors
360,Ferreteria,7,2019-07-24 16:59:24.781831,480.05,0.6,muy malo,Sika
327,Ferreteria,8,2019-10-28 06:07:15.014664,39.99,2.6,llego justo a tiempo,Sika
215,Baño,9,2020-07-15 10:10:13.584640,403.42,2.8,llego justo a tiempo,Don limpio
447,Juguetes,5,2020-10-26 04:27:51.807282,299.61,3.1,llego justo a tiempo,Fisher-price
425,Libros,5,2020-06-06 00:02:30.046797,25.35,2.0, la calidad no es la esperada,Alianza Editorial
395,Accesorios,9,2020-09-03 09:15:37.539900,411.64,3.0, cumple las expectativas,Polo
152,Libros,6,2019-01-23 17:52:36.236107,373.2,0.4,muy malo,Alianza Editorial
15,Ferreteria,4,2020-08-17 05:36:25.001242,350.0,3.1,llego justo a tiempo,Sika
346,Ferreteria,5,2019-04-02 10:51:02.430257,468.0,0.8,no llego el producto,3M
306,Juguetes,5,2019-07-31 01:17:35.458892,494.54,1.4,muy malo,Fisher-price
497,Deporte,6,2019-09-15 11:43:17.582799,471.39,0.9,muy malo,Under Armour
274,Juguetes,4,2020-11-27 01:07:57.086280,420.18,3.4,llego justo a tiempo,Fisher-price
302,Juguetes,3,2020-09-25 12:01:16.063168,201.44,2.2,no llego en tiempo,Fisher-price
221,Juguetes,9,2019-11-20 08:07:17.288753,300.64,1.0,no llego el producto,Playmobile
218,Accesorios,8,2020-06-25 05:25:20.569945,455.76,1.7,no llego en tiempo, Michael Kors
322,Accesorios,6,2020-02-24 06:42:17.970279,458.94,2.5,no llego en tiempo,Ray-ban
419,Electronica,3,2019-10-12 10:43:21.702895,247.5,4.6,justo lo que esperaba,Sony
219,Libros,2,2019-07-06 10:01:36.957910,221.97,4.7,justo lo que esperaba,Valdemar
465,Cocina,9,2019-11-26 20:55:40.941944,460.28,0.3,no llego el producto,Bimbo
318,Libros,9,2019-11-28 00:59:54.418232,328.86,2.3, la calidad no es la esperada,Ediciones Tomodomo
143,Juguetes,1,2019-07-18 01:47:27.108775,472.37,0.1,no cumple las expectativas,Lego
256,Cocina,11,2020-07-30 06:24:04.209579,248.64,2.4, la calidad no es la esperada,Flora
354,Juguetes,3,2020-07-27 05:44:20.187806,373.58,4.1, muy bueno!,Chicco
54,Zapatos,4,2020-04-02 07:52:01.849211,21.42,4.1, muy bueno!,Crocs
344,Libros,5,2020-08-08 02:10:26.540452,66.21,2.1,el paquete llego en mal estado,Valdemar
104,Electronica,7,2019-01-18 12:51:25.197467,448.87,0.7,no llego el producto,Samsumg
83,Juguetes,1,2020-07-14 16:00:14.754682,42.17,4.3, muy bueno!,Lego
198,Zapatos,8,2019-07-23 10:26:27.543732,70.01,4.4,buena relacion calidad-precio,New balance
150,Zapatos,8,2019-07-28 08:03:38.228048,206.91,2.5, la calidad no es la esperada,New balance
390,Deporte,3,2019-08-02 02:14:44.243624,425.65,1.9, la calidad no es la esperada,Nike
305,Ferreteria,10,2020-06-18 09:05:41.787353,401.49,3.8,justo lo que esperaba,Pavco
287,Zapatos,7,2019-01-30 18:00:08.822981,387.71,1.8,no llego en tiempo,Crocs
459,Cocina,3,2019-05-15 00:00:14.936282,227.5,2.6, cumple las expectativas,Nescafe
388,Cocina,8,2020-07-22 06:30:15.440487,452.4,1.6,el paquete llego en mal estado,Bimbo
240,Electronica,7,2019-04-08 16:39:45.948518,68.43,4.9, muy bueno!,Apple
143,Hogar,10,2020-05-25 19:38:40.684876,258.57,3.7,justo lo que esperaba,Vileda
300,Juguetes,11,2019-12-29 17:31:29.631827,106.56,2.6,llego justo a tiempo,Chicco
394,Electronica,7,2019-07-29 04:46:27.544681,204.43,2.0,no llego en tiempo,Apple
464,Accesorios,11,2019-11-02 09:26:01.954325,379.33,4.0,justo lo que esperaba,Ray-ban
139,Deporte,2,2019-07-31 16:04:34.445403,112.5,0.6,muy malo,Adidas
302,Zapatos,11,2019-04-02 13:58:15.442281,421.92,4.7,justo lo que esperaba,Skechers
362,Deporte,6,2019-04-01 07:43:39.360127,23.18,2.9,llego justo a tiempo,Adidas
200,Baño,11,2020-08-06 00:14:56.838514,360.05,3.5,llego justo a tiempo,Cristasol
378,Electronica,9,2019-11-14 21:31:52.183155,210.74,0.2,no llego el producto,Apple
311,Baño,2,2020-09-06 21:03:28.884418,262.46,0.5,no cumple las expectativas,Cif
413,Juguetes,9,2020-10-30 11:43:26.761716,269.21,1.9,no llego en tiempo,Fisher-price
257,Ropa,7,2020-03-08 15:38:51.137609,245.35,2.3,el paquete llego en mal estado,Roxy
342,Hogar,4,2020-04-25 07:19:02.508703,411.83,3.6, muy bueno!,Vileda
65,Ferreteria,3,2019-09-14 13:42:27.890853,253.74,3.5,me gusto,Yale
439,Baño,8,2019-12-20 21:42:23.936349,137.29,2.5,no llego en tiempo,Don limpio
97,Cocina,10,2019-02-07 19:28:14.699351,427.62,4.1,buena relacion calidad-precio,Bimbo
33,Libros,3,2019-04-30 10:18:57.329877,237.93,2.5,no llego en tiempo,Alianza Editorial
340,Accesorios,8,2019-04-28 13:48:55.227056,410.49,1.1,no llego el producto, Michael Kors
430,Cocina,10,2020-01-27 23:42:39.394956,384.9,1.0,no cumple las expectativas,Bimbo
212,Ferreteria,6,2020-02-16 00:55:54.105816,266.13,0.9,muy malo,Yale
193,Deporte,5,2019-03-22 17:03:13.579825,130.13,3.5,me gusto,Asics
36,Cocina,11,2020-03-14 19:19:33.684506,383.6,1.3,muy malo,Nescafe
285,Zapatos,7,2019-06-09 00:03:08.956898,379.04,4.7,buena relacion calidad-precio,New balance
451,Libros,8,2019-10-03 02:34:37.901499,334.42,1.2,muy malo,Valdemar
391,Libros,10,2019-04-28 11:00:27.095784,68.39,4.3,justo lo que esperaba,Valdemar
4,Deporte,2,2019-03-25 20:25:53.085564,225.96,4.4,justo lo que esperaba,Asics
344,Ferreteria,5,2020-11-03 10:21:11.884253,275.68,3.8, muy bueno!,Yale
141,Ferreteria,7,2019-02-13 06:31:56.091075,308.82,4.3, muy bueno!,3M
221,Electronica,2,2019-03-09 20:38:31.982347,437.59,4.0, muy bueno!,Apple
470,Zapatos,1,2019-08-12 02:16:55.262130,271.84,3.2, cumple las expectativas,Camper
26,Libros,6,2020-03-02 15:43:09.473829,219.59,2.3,el paquete llego en mal estado,Valdemar
487,Hogar,9,2019-12-15 09:14:36.705634,258.13,3.3,me gusto,Vileda
383,Baño,10,2020-11-27 16:51:38.753888,27.67,0.3,no cumple las expectativas,Don limpio
354,Accesorios,10,2020-05-01 06:52:30.778062,497.82,0.1,no cumple las expectativas,Ray-ban
471,Zapatos,3,2020-02-10 20:18:28.699033,308.3,3.6,buena relacion calidad-precio,Skechers
293,Juguetes,6,2019-04-07 21:25:40.577539,83.38,3.7,buena relacion calidad-precio,Playmobile
178,Electronica,2,2019-01-08 22:54:38.121482,443.71,3.5,me gusto,Samsumg
272,Electronica,7,2019-05-20 13:01:01.454107,424.88,4.6, muy bueno!,Apple
366,Juguetes,7,2019-05-31 10:30:37.729922,50.38,0.2,no llego el producto,Chicco
389,Baño,3,2020-05-16 04:59:59.774376,56.94,4.2,buena relacion calidad-precio,KH7
358,Libros,11,2019-09-09 00:46:41.001795,367.22,1.3,no cumple las expectativas,Valdemar
366,Deporte,2,2019-08-06 00:13:34.507920,184.11,1.4,muy malo,Under Armour
95,Ropa,3,2020-04-12 11:05:37.172387,308.4,1.7,no llego en tiempo,Roxy
154,Libros,8,2020-03-10 16:23:30.586176,227.82,4.6,justo lo que esperaba,Alianza Editorial
67,Ropa,8,2020-09-11 07:34:32.489455,139.88,0.7,no cumple las expectativas,Lacoste
21,Zapatos,7,2020-10-07 14:21:27.803697,97.86,0.3,no cumple las expectativas,Crocs
273,Libros,9,2020-02-03 14:55:44.706085,442.36,0.7,muy malo,Ediciones Tomodomo
74,Deporte,4,2019-10-20 07:16:47.297215,342.03,4.1, muy bueno!,Asics
211,Baño,8,2020-06-27 00:48:31.261958,169.12,0.2,muy malo,Cif
472,Zapatos,6,2020-10-17 21:02:00.476147,174.5,4.9,justo lo que esperaba,Skechers
334,Libros,11,2019-06-09 06:45:33.923429,155.95,1.8,el paquete llego en mal estado,Ediciones Tomodomo
424,Deporte,8,2020-12-14 21:43:41.078897,413.11,0.2,muy malo,Asics
440,Baño,7,2020-08-02 13:04:35.519558,232.81,0.4,no llego el producto,Don limpio
439,Libros,9,2019-05-03 21:45:45.332149,32.15,4.6,buena relacion calidad-precio,Valdemar
418,Libros,1,2019-12-29 23:37:16.738125,232.76,3.9,buena relacion calidad-precio,Ediciones Tomodomo
280,Zapatos,8,2019-09-20 18:00:36.830313,225.16,0.7,no cumple las expectativas,Camper
208,Ropa,6,2019-01-03 11:04:18.948272,61.76,3.2,me gusto,Levis
251,Juguetes,11,2019-04-26 02:33:08.702350,301.56,4.4,justo lo que esperaba,Lego
452,Libros,9,2019-01-26 06:57:27.399994,268.72,2.1,no llego en tiempo,Ediciones Tomodomo
61,Libros,3,2020-06-25 06:17:52.131274,472.53,3.1,llego justo a tiempo,Valdemar
411,Ropa,10,2019-10-13 03:26:51.826339,67.76,1.7,no llego en tiempo,Lacoste
143,Cocina,10,2020-06-10 14:40:26.555489,210.66,2.4, la calidad no es la esperada,Nescafe
184,Deporte,9,2020-12-29 10:12:38.600658,340.19,0.5,muy malo,Under Armour
295,Cocina,1,2020-03-31 04:06:17.814457,417.42,2.8,me gusto,Flora
173,Ferreteria,10,2020-07-23 10:42:58.649800,329.94,4.6,buena relacion calidad-precio,Yale
198,Accesorios,2,2019-11-22 21:24:51.921881,67.79,1.7,no llego en tiempo,Ray-ban
222,Baño,11,2020-06-20 17:41:21.242135,131.63,2.4,el paquete llego en mal estado,Cristasol
63,Cocina,9,2020-06-28 10:59:14.641585,435.92,4.7,buena relacion calidad-precio,Bimbo
429,Baño,7,2019-10-22 09:28:59.445635,321.59,1.1,no cumple las expectativas,Cif
166,Accesorios,6,2019-03-26 06:39:39.069765,362.87,2.2,no llego en tiempo,Polo
361,Ropa,4,2019-11-23 15:03:45.192572,13.42,3.8,justo lo que esperaba,Lacoste
451,Accesorios,7,2020-04-05 08:18:07.071787,338.98,3.2, cumple las expectativas, Michael Kors
457,Electronica,4,2020-09-05 22:27:58.307568,182.82,3.6, muy bueno!,Samsumg
67,Electronica,2,2019-03-19 17:56:02.081889,257.33,1.0,no cumple las expectativas,Apple
141,Electronica,4,2019-06-08 21:36:42.142261,337.34,0.7,no llego el producto,Apple
365,Ropa,7,2020-05-22 02:40:39.794463,277.92,4.9,buena relacion calidad-precio,Levis
271,Cocina,8,2020-02-11 12:49:10.496090,191.14,0.9,no cumple las expectativas,Flora
92,Juguetes,7,2020-05-28 09:17:20.751623,349.92,3.3,llego justo a tiempo,Playmobile
279,Accesorios,11,2019-08-30 05:24:28.404566,289.61,3.3,me gusto, Michael Kors
242,Baño,2,2019-11-08 16:40:06.527582,106.2,2.1, la calidad no es la esperada,Cristasol
38,Baño,4,2019-09-20 16:05:04.654687,488.2,1.2,muy malo,Cristasol
295,Ferreteria,7,2020-03-16 10:12:46.942210,100.22,0.6,no llego el producto,Pavco
353,Juguetes,4,2019-07-23 20:33:05.299255,346.81,2.3, la calidad no es la esperada,Lego
352,Cocina,1,2019-09-03 22:26:56.854782,124.16,1.5,muy malo,Flora
278,Hogar,7,2020-01-04 05:42:34.180480,380.88,2.5,el paquete llego en mal estado,Colgate - palmolive
254,Ropa,5,2019-08-26 14:38:36.126082,36.47,4.0,justo lo que esperaba,Hollister
195,Ropa,8,2019-01-11 22:08:50.192412,366.18,2.2,el paquete llego en mal estado,Lacoste
272,Juguetes,8,2019-06-05 20:46:42.023575,106.43,4.8, muy bueno!,Lego
407,Accesorios,8,2019-12-03 15:42:12.084860,180.26,0.1,no llego el producto,Bimba y Lola
92,Cocina,3,2019-01-30 06:53:00.190207,208.6,0.5,no cumple las expectativas,Bimbo
106,Electronica,9,2019-07-15 20:25:38.774640,297.71,2.6, cumple las expectativas,General Electric
449,Libros,3,2020-02-04 10:53:25.791335,244.43,3.1, cumple las expectativas,Alianza Editorial
401,Ropa,8,2020-01-12 04:31:02.806195,461.95,4.0,buena relacion calidad-precio,Levis
186,Baño,11,2019-10-21 10:28:27.761286,170.76,0.5,muy malo,KH7
360,Ropa,9,2019-12-26 23:20:22.858418,125.84,2.7,me gusto,Lacoste
441,Juguetes,10,2019-03-23 01:11:09.529839,9.82,3.4,llego justo a tiempo,Playmobile
101,Ropa,2,2020-01-08 18:49:07.745290,406.54,3.0,llego justo a tiempo,Hollister
284,Juguetes,10,2019-07-30 18:32:28.168274,265.02,1.6,el paquete llego en mal estado,Chicco
184,Hogar,2,2020-03-10 21:03:50.277238,299.5,3.8,buena relacion calidad-precio,Unilever
58,Hogar,11,2019-08-28 04:09:15.416404,445.38,3.2, cumple las expectativas,Henkel
241,Libros,8,2020-02-03 01:54:50.637446,15.69,1.8,no llego en tiempo,Alianza Editorial
185,Cocina,9,2019-09-17 07:17:21.863262,473.27,4.8,buena relacion calidad-precio,Flora
187,Zapatos,10,2019-08-22 23:42:33.945740,418.22,4.9, muy bueno!,Skechers
233,Zapatos,11,2020-03-03 21:16:16.265541,442.84,2.6,me gusto,New balance
176,Ferreteria,7,2020-11-11 17:36:17.613347,312.82,1.0,no cumple las expectativas,Pavco
337,Ropa,9,2019-01-10 15:04:51.653676,305.77,4.0,buena relacion calidad-precio,Hollister
169,Libros,2,2019-03-24 17:28:47.118187,114.91,3.3,llego justo a tiempo,Platena Comic
381,Cocina,7,2020-12-06 07:09:26.883687,307.0,4.3, muy bueno!,Bimbo
462,Accesorios,5,2019-07-06 04:11:45.382048,103.63,0.1,no llego el producto, Michael Kors
393,Libros,5,2019-10-26 00:03:07.935014,330.88,2.8,llego justo a tiempo,Ediciones Tomodomo
482,Hogar,10,2020-06-20 23:19:47.979243,375.01,2.6, cumple las expectativas,Henkel
191,Hogar,4,2019-07-25 02:06:48.792466,428.74,2.0, la calidad no es la esperada,Colgate - palmolive
207,Accesorios,1,2019-07-21 11:50:23.112143,153.13,1.4,no llego el producto,Bimba y Lola
60,Baño,3,2019-12-08 12:18:17.737338,383.38,3.7,buena relacion calidad-precio,Don limpio
477,Ferreteria,2,2020-10-15 19:07:14.585939,454.1,3.5, cumple las expectativas,Pavco
55,Ferreteria,5,2019-01-24 18:59:51.853271,388.92,3.8, muy bueno!,Pavco
297,Cocina,11,2020-07-07 21:31:37.969246,318.92,2.4,no llego en tiempo,Bimbo
479,Cocina,3,2020-01-22 00:40:02.483354,53.5,4.6, muy bueno!,Bimbo
193,Cocina,6,2020-10-21 05:29:24.847047,47.41,0.6,no llego el producto,Nescafe
80,Electronica,2,2019-10-30 13:26:27.642399,294.15,4.5, muy bueno!,General Electric
491,Ferreteria,11,2020-03-23 07:59:01.413096,340.16,2.1,el paquete llego en mal estado,Yale
218,Libros,8,2019-02-18 12:40:38.773179,161.67,1.2,no cumple las expectativas,Valdemar
383,Ropa,4,2019-08-06 19:43:45.363661,315.05,1.9, la calidad no es la esperada,Hollister
275,Cocina,5,2020-10-28 21:03:38.763985,141.24,3.4, cumple las expectativas,Nescafe
374,Ferreteria,2,2020-07-10 14:28:18.691349,206.55,3.0,llego justo a tiempo,Sika
130,Juguetes,10,2019-06-23 16:53:11.900166,443.83,4.0,buena relacion calidad-precio,Chicco
367,Deporte,5,2020-10-15 13:45:31.113987,454.95,1.7, la calidad no es la esperada,Asics
308,Deporte,6,2020-11-20 18:03:00.082809,368.5,1.8,el paquete llego en mal estado,Asics
405,Baño,8,2020-09-04 13:42:16.364395,252.38,4.5,buena relacion calidad-precio,Cif
452,Juguetes,10,2020-03-18 03:11:43.813335,425.9,2.0,no llego en tiempo,Chicco
212,Juguetes,11,2019-06-04 08:13:20.350305,389.83,4.6,justo lo que esperaba,Playmobile
312,Accesorios,1,2020-12-14 21:44:04.453240,72.58,4.2,buena relacion calidad-precio, Michael Kors
89,Ferreteria,1,2019-07-16 04:08:12.442949,486.93,2.2,no llego en tiempo,3M
363,Juguetes,5,2020-12-10 09:58:04.427142,109.09,0.2,no cumple las expectativas,Lego
418,Baño,6,2020-01-31 23:46:19.255009,364.61,0.1,no cumple las expectativas,Don limpio
400,Zapatos,1,2019-03-04 09:09:18.342286,50.24,0.7,no llego el producto,Crocs
101,Electronica,6,2019-11-02 09:44:23.472280,145.63,2.5,el paquete llego en mal estado,General Electric
247,Juguetes,7,2019-03-16 11:06:56.705350,180.99,3.0,llego justo a tiempo,Fisher-price
392,Electronica,8,2019-04-01 05:23:43.108365,335.25,1.6, la calidad no es la esperada,Sony
269,Zapatos,11,2019-11-18 04:47:08.988064,178.73,3.5,me gusto,Camper
57,Juguetes,2,2019-12-09 18:07:20.224273,69.89,2.4, la calidad no es la esperada,Playmobile
490,Ropa,9,2019-07-27 09:34:51.504245,467.21,0.6,muy malo,Lacoste
489,Baño,10,2020-07-04 03:21:54.770914,345.12,3.4,me gusto,KH7
166,Ferreteria,11,2019-03-03 10:04:41.647220,335.65,2.7,me gusto,Pavco
313,Deporte,7,2020-06-24 06:47:42.569959,362.71,0.3,muy malo,Adidas
467,Baño,8,2020-10-25 16:30:18.035504,92.36,4.7, muy bueno!,KH7
499,Ropa,10,2020-07-29 23:17:39.006044,454.45,3.2, cumple las expectativas,Lacoste
95,Baño,5,2019-08-26 23:34:49.591060,224.13,0.8,no cumple las expectativas,KH7
221,Ropa,5,2020-07-11 05:54:28.551032,455.62,2.6, cumple las expectativas,Levis
202,Zapatos,6,2019-11-09 20:39:23.248217,30.68,2.0, la calidad no es la esperada,New balance
229,Baño,9,2019-08-18 04:35:31.524264,42.15,3.2,me gusto,Don limpio
451,Accesorios,6,2020-08-06 00:11:53.043221,470.15,1.3,no cumple las expectativas,Polo
107,Juguetes,1,2019-11-23 12:00:34.463865,112.76,3.5,me gusto,Playmobile
328,Accesorios,4,2019-08-06 17:20:28.236459,396.74,3.3,me gusto,Bimba y Lola
465,Juguetes,11,2019-11-15 04:42:19.554886,453.96,2.3,el paquete llego en mal estado,Chicco
226,Cocina,7,2019-08-16 12:12:58.160316,392.58,1.5,no llego el producto,Oscar mayer
272,Deporte,5,2019-09-02 19:24:09.130568,309.61,4.7,justo lo que esperaba,Nike
449,Accesorios,4,2020-06-18 21:47:55.281267,392.95,4.7, muy bueno!,Ray-ban
187,Zapatos,8,2020-07-24 12:19:11.446153,203.88,3.3,llego justo a tiempo,Crocs
158,Deporte,11,2019-11-14 06:21:43.134229,373.64,0.8,no llego el producto,Under Armour
420,Zapatos,11,2019-03-14 04:25:37.429709,286.86,0.0,muy malo,Camper
101,Hogar,8,2020-03-17 23:17:03.121378,226.31,3.1,me gusto,Unilever
242,Ferreteria,2,2020-03-06 11:00:53.876850,279.96,2.3,el paquete llego en mal estado,Yale
138,Electronica,6,2020-08-19 05:58:51.719883,323.44,0.9,no llego el producto,Samsumg
204,Electronica,9,2019-01-18 13:47:52.533110,24.68,2.1,el paquete llego en mal estado,Apple
103,Cocina,10,2019-11-08 19:49:17.946072,303.16,3.8,justo lo que esperaba,Oscar mayer
435,Ferreteria,4,2020-07-03 00:52:53.208309,496.06,0.5,muy malo,Sika
3,Deporte,2,2019-05-05 23:48:03.894667,282.29,4.4, muy bueno!,Adidas
268,Hogar,4,2020-05-07 07:16:33.038324,79.34,1.2,no cumple las expectativas,Henkel
334,Electronica,4,2019-11-03 17:32:14.700146,319.3,4.0,buena relacion calidad-precio,Sony
181,Zapatos,11,2020-03-04 16:59:43.266576,464.26,3.7,buena relacion calidad-precio,Camper
474,Ropa,3,2020-09-25 21:49:25.986728,99.02,2.8, cumple las expectativas,Levis
479,Deporte,10,2019-08-21 11:05:11.839071,70.03,0.3,no llego el producto,Adidas
70,Baño,7,2019-07-07 21:13:58.155469,91.96,3.9,justo lo que esperaba,Cif
99,Zapatos,11,2020-05-16 17:56:37.383136,242.1,3.3, cumple las expectativas,Camper
311,Cocina,7,2019-10-24 15:11:30.624183,497.67,3.9, muy bueno!,Flora
1,Hogar,6,2019-01-17 09:30:48.167657,431.16,0.9,no cumple las expectativas,Henkel
373,Libros,10,2020-11-14 02:42:21.971271,264.7,1.6,no llego en tiempo,Valdemar
143,Electronica,1,2020-03-13 15:13:01.068869,297.48,2.6,me gusto,Sony
347,Cocina,6,2020-01-28 13:18:28.682915,66.39,0.8,muy malo,Oscar mayer
276,Ropa,5,2019-03-05 10:48:12.260061,275.6,2.4,no llego en tiempo,Levis
257,Electronica,6,2020-08-14 02:07:07.559729,340.3,0.2,no llego el producto,Sony
284,Ferreteria,11,2020-12-13 03:07:51.304888,6.22,4.8,justo lo que esperaba,Yale
288,Baño,10,2020-04-18 03:50:48.139559,435.06,4.4, muy bueno!,Cif
213,Cocina,5,2020-04-29 20:25:36.348172,443.02,2.2, la calidad no es la esperada,Nescafe
483,Hogar,7,2020-01-02 08:31:19.178439,473.16,0.4,no llego el producto,Colgate - palmolive
421,Zapatos,4,2019-07-03 07:48:35.500413,79.91,4.1, muy bueno!,Crocs
500,Deporte,6,2019-07-25 15:56:54.003102,188.86,0.7,muy malo,Asics
430,Libros,4,2020-06-02 07:06:46.270331,126.72,3.0, cumple las expectativas,Platena Comic
435,Cocina,3,2020-03-06 01:43:11.734527,375.21,3.5, cumple las expectativas,Flora
50,Electronica,1,2019-06-17 15:02:22.820066,107.63,4.1,buena relacion calidad-precio,Samsumg
303,Baño,4,2020-10-03 20:39:22.469353,197.98,1.0,muy malo,KH7
438,Electronica,6,2019-10-03 00:58:01.417132,293.25,3.5,llego justo a tiempo,Samsumg
167,Zapatos,1,2019-07-13 08:51:14.014137,189.43,2.9,me gusto,New balance
54,Deporte,4,2020-11-26 16:35:38.624927,103.39,4.2, muy bueno!,Adidas
363,Hogar,3,2019-10-07 04:14:12.986799,302.06,3.1,me gusto,Unilever
