Usuario,Categorias,Numero_articulos,Fecha,Precio,Valoracion,Comentarios,Proveedores,Ciudad
138,Hogar,10,Otoño,253.02,1.3,no cumple las expectativas,Henkel,Alicante
138,Deporte,3,Primavera,289.28,0.3,no llego el producto,Under Armour,Alicante
139,Deporte,9,Otoño,202.7,0.9,no cumple las expectativas,Nike,Murcia
139,Cocina,1,Verano,109.95,2.4, la calidad no es la esperada,Bimbo,Murcia
139,Hogar,6,Otoño,134.47,4.5,justo lo que esperaba,Vileda,Murcia
139,Zapatos,7,Primavera,115.57,3.8, muy bueno!,Crocs,Murcia
139,Deporte,2,Verano,112.5,0.6,muy malo,Adidas,Murcia
139,Zapatos,10,Primavera,368.63,2.2,el paquete llego en mal estado,Skechers,Murcia
139,Baño,6,Primavera,145.24,2.1,el paquete llego en mal estado,Don limpio,Murcia
139,Hogar,4,Verano,479.04,3.2,llego justo a tiempo,Henkel,Murcia
139,Zapatos,7,Primavera,27.97,4.4, muy bueno!,Camper,Murcia
139,Cocina,6,Primavera,346.54,4.7,justo lo que esperaba,Oscar mayer,Murcia
139,Electronica,3,Otoño,415.81,3.5,me gusto,Samsumg,Murcia
139,Hogar,11,Verano,15.39,1.1,muy malo,Vileda,Murcia
139,Ropa,11,Primavera,71.21,2.0,el paquete llego en mal estado,Hollister,Murcia
139,Baño,10,Primavera,111.66,2.4,el paquete llego en mal estado,KH7,Murcia
139,Baño,2,Otoño,398.98,0.7,no llego el producto,Cif,Murcia
139,Accesorios,8,Verano,17.57,3.8,justo lo que esperaba,Bimba y Lola,Murcia
139,Cocina,9,Verano,94.58,3.2,me gusto,Flora,Murcia
139,Ropa,11,Verano,399.42,3.0, cumple las expectativas,Levis,Murcia
139,Zapatos,8,Primavera,412.28,0.9,muy malo,Skechers,Murcia
139,Hogar,2,Otoño,103.09,4.2,justo lo que esperaba,Henkel,Murcia
139,Cocina,8,Verano,243.23,4.8, muy bueno!,Oscar mayer,Murcia
140,Hogar,2,Primavera,270.87,4.0,justo lo que esperaba,Vileda,Palma
140,Ropa,6,Verano,311.68,2.7,llego justo a tiempo,Lacoste,Palma
140,Baño,11,Otoño,248.38,2.4,no llego en tiempo,Don limpio,Palma
140,Zapatos,1,Primavera,101.64,1.4,muy malo,Camper,Palma
140,Accesorios,9,Otoño,16.83,4.6,justo lo que esperaba, Michael Kors,Palma
140,Juguetes,6,Primavera,430.33,3.3,me gusto,Playmobile,Palma
140,Libros,11,Verano,211.87,4.6, muy bueno!,Alianza Editorial,Palma
140,Baño,6,Primavera,320.19,2.2, la calidad no es la esperada,Cristasol,Palma
140,Zapatos,6,Primavera,349.51,2.0,no llego en tiempo,Camper,Palma
140,Cocina,1,Otoño,75.19,3.1,me gusto,Flora,Palma
140,Ropa,3,Primavera,340.55,1.1,no llego el producto,Lacoste,Palma
140,Zapatos,7,Primavera,319.58,0.9,muy malo,New balance,Palma
140,Ferreteria,11,Otoño,123.39,3.6,buena relacion calidad-precio,Pavco,Palma
140,Baño,1,Verano,342.24,3.5,llego justo a tiempo,Cristasol,Palma
140,Deporte,10,Otoño,390.71,3.7,buena relacion calidad-precio,Adidas,Palma
140,Ferreteria,11,Verano,142.02,2.3,no llego en tiempo,3M,Palma
140,Hogar,8,Otoño,297.73,3.1,llego justo a tiempo,Colgate - palmolive,Palma
140,Zapatos,4,Otoño,86.36,2.1, la calidad no es la esperada,New balance,Palma
141,Juguetes,3,Verano,111.35,3.0,llego justo a tiempo,Lego,Zaragoza
141,Baño,1,Primavera,286.18,0.2,no cumple las expectativas,Cristasol,Zaragoza
141,Ferreteria,7,Primavera,308.82,4.3, muy bueno!,3M,Zaragoza
141,Electronica,4,Primavera,337.34,0.7,no llego el producto,Apple,Zaragoza
141,Ropa,5,Verano,274.33,4.1,justo lo que esperaba,Roxy,Zaragoza
141,Cocina,8,Primavera,324.85,0.4,no llego el producto,Flora,Zaragoza
141,Electronica,9,Otoño,14.72,0.5,no llego el producto,Apple,Zaragoza
141,Libros,8,Otoño,235.32,2.1, la calidad no es la esperada,Valdemar,Zaragoza
141,Zapatos,1,Primavera,206.12,2.0,no llego en tiempo,Camper,Zaragoza
141,Deporte,5,Verano,85.38,3.6,buena relacion calidad-precio,Nike,Zaragoza
141,Zapatos,2,Verano,208.23,1.4,muy malo,Crocs,Zaragoza
141,Ropa,9,Otoño,20.62,0.1,no llego el producto,Hollister,Zaragoza
141,Ferreteria,7,Otoño,144.78,0.2,no llego el producto,Pavco,Zaragoza
141,Hogar,9,Primavera,188.33,4.8,justo lo que esperaba,Henkel,Zaragoza
141,Electronica,5,Primavera,327.99,0.3,muy malo,Sony,Zaragoza
141,Baño,4,Otoño,451.52,0.1,muy malo,Cristasol,Zaragoza
141,Ropa,9,Otoño,410.07,3.1, cumple las expectativas,Hollister,Zaragoza
141,Baño,3,Verano,170.99,1.4,muy malo,Cristasol,Zaragoza
142,Baño,6,Primavera,43.72,2.8,me gusto,KH7,Valencia
142,Electronica,3,Otoño,77.79,1.8,no llego en tiempo,Samsumg,Valencia
142,Juguetes,11,Otoño,82.22,2.4, la calidad no es la esperada,Lego,Valencia
142,Baño,8,Primavera,389.23,3.9, muy bueno!,Don limpio,Valencia
142,Zapatos,10,Verano,367.25,0.4,no cumple las expectativas,Skechers,Valencia
142,Deporte,3,Primavera,268.26,3.9, muy bueno!,Adidas,Valencia
142,Ferreteria,4,Otoño,472.08,0.6,no llego el producto,Sika,Valencia
142,Libros,3,Primavera,155.21,3.5, cumple las expectativas,Platena Comic,Valencia
142,Electronica,5,Primavera,145.13,2.5,el paquete llego en mal estado,Apple,Valencia
142,Baño,8,Primavera,206.53,0.5,no llego el producto,Don limpio,Valencia
142,Zapatos,4,Verano,89.95,0.0,no llego el producto,New balance,Valencia
142,Libros,10,Primavera,393.28,4.0,buena relacion calidad-precio,Platena Comic,Valencia
142,Juguetes,7,Verano,336.2,0.1,no llego el producto,Chicco,Valencia
142,Ferreteria,9,Primavera,193.94,3.0, cumple las expectativas,3M,Valencia
142,Electronica,6,Primavera,388.22,1.4,no llego el producto,Sony,Valencia
142,Hogar,9,Otoño,310.2,3.7,justo lo que esperaba,Unilever,Valencia
142,Baño,8,Primavera,437.41,0.7,no llego el producto,KH7,Valencia
143,Juguetes,1,Verano,472.37,0.1,no cumple las expectativas,Lego,Barcelona
143,Hogar,10,Primavera,258.57,3.7,justo lo que esperaba,Vileda,Barcelona
143,Cocina,10,Primavera,210.66,2.4, la calidad no es la esperada,Nescafe,Barcelona
143,Electronica,1,Primavera,297.48,2.6,me gusto,Sony,Barcelona
143,Cocina,6,Otoño,469.75,0.1,no llego el producto,Nescafe,Barcelona
143,Baño,5,Primavera,92.94,0.5,no cumple las expectativas,Cristasol,Barcelona
143,Electronica,10,Otoño,38.96,3.7,buena relacion calidad-precio,Apple,Barcelona
143,Ferreteria,10,Invierno,462.83,4.2,justo lo que esperaba,3M,Barcelona
143,Ferreteria,7,Primavera,475.97,4.7, muy bueno!,Sika,Barcelona
143,Hogar,8,Verano,237.54,2.6,me gusto,Colgate - palmolive,Barcelona
143,Juguetes,2,Primavera,19.68,3.9, muy bueno!,Playmobile,Barcelona
143,Baño,7,Primavera,159.9,0.3,muy malo,Cif,Barcelona
143,Hogar,1,Primavera,420.89,0.2,no llego el producto,Unilever,Barcelona
143,Electronica,3,Primavera,434.71,4.2, muy bueno!,Samsumg,Barcelona
143,Libros,8,Primavera,91.97,2.5,el paquete llego en mal estado,Platena Comic,Barcelona
143,Ferreteria,10,Primavera,241.09,2.8, cumple las expectativas,Yale,Barcelona
143,Zapatos,9,Verano,368.39,0.7,no llego el producto,Camper,Barcelona
143,Zapatos,4,Primavera,296.36,2.1, la calidad no es la esperada,New balance,Barcelona
143,Deporte,2,Verano,249.78,0.7,no llego el producto,Asics,Barcelona
143,Juguetes,9,Verano,437.75,0.8,no llego el producto,Chicco,Barcelona
143,Accesorios,6,Verano,163.52,4.1,buena relacion calidad-precio, Michael Kors,Barcelona
143,Deporte,4,Primavera,287.39,1.0,no cumple las expectativas,Nike,Barcelona
143,Electronica,3,Primavera,426.53,0.5,no cumple las expectativas,General Electric,Barcelona
143,Accesorios,7,Otoño,148.06,0.3,no llego el producto,Ray-ban,Barcelona
143,Deporte,2,Otoño,328.85,1.0,muy malo,Nike,Barcelona
143,Zapatos,3,Otoño,482.92,1.9,no llego en tiempo,Crocs,Barcelona
143,Accesorios,1,Verano,305.14,4.3, muy bueno!,Bimba y Lola,Barcelona
144,Electronica,5,Verano,238.14,1.4,no llego el producto,Sony,Gijón
144,Cocina,7,Otoño,263.29,4.5,justo lo que esperaba,Oscar mayer,Gijón
144,Accesorios,8,Primavera,254.16,0.1,no cumple las expectativas, Michael Kors,Gijón
144,Ferreteria,2,Primavera,471.59,3.7, muy bueno!,3M,Gijón
144,Cocina,6,Primavera,75.1,2.0, la calidad no es la esperada,Flora,Gijón
144,Ferreteria,8,Verano,104.43,1.4,no llego el producto,Yale,Gijón
144,Cocina,5,Verano,461.69,1.7, la calidad no es la esperada,Bimbo,Gijón
144,Ferreteria,6,Primavera,21.3,2.6,llego justo a tiempo,3M,Gijón
144,Electronica,5,Primavera,56.1,0.3,no llego el producto,Samsumg,Gijón
144,Libros,6,Primavera,93.43,0.7,no llego el producto,Valdemar,Gijón
144,Ropa,10,Verano,106.57,3.8,buena relacion calidad-precio,Lacoste,Gijón
144,Ropa,11,Verano,128.3,1.4,no cumple las expectativas,Levis,Gijón
144,Electronica,8,Verano,190.02,1.7,no llego en tiempo,Samsumg,Gijón
144,Zapatos,7,Primavera,20.0,0.6,no llego el producto,Skechers,Gijón
145,Deporte,2,Primavera,322.76,3.2,llego justo a tiempo,Nike,Cordoba
145,Ropa,8,Primavera,324.06,3.2,me gusto,Levis,Cordoba
145,Ferreteria,5,Primavera,232.89,3.7, muy bueno!,3M,Cordoba
145,Libros,3,Otoño,220.31,4.1,buena relacion calidad-precio,Ediciones Tomodomo,Cordoba
145,Zapatos,2,Otoño,496.36,1.0,no llego el producto,Skechers,Cordoba
145,Deporte,2,Otoño,299.94,4.4, muy bueno!,Nike,Cordoba
145,Accesorios,9,Otoño,36.43,0.7,no llego el producto,Polo,Cordoba
145,Hogar,5,Primavera,88.09,1.6, la calidad no es la esperada,Vileda,Cordoba
145,Juguetes,4,Otoño,281.11,1.4,no llego el producto,Playmobile,Cordoba
145,Ropa,9,Primavera,103.41,3.6,justo lo que esperaba,Levis,Cordoba
145,Ropa,10,Primavera,477.88,0.8,no cumple las expectativas,Hollister,Cordoba
145,Electronica,2,Primavera,165.54,5.0, muy bueno!,Samsumg,Cordoba
145,Ferreteria,3,Otoño,343.23,2.5, la calidad no es la esperada,Yale,Cordoba
145,Zapatos,7,Primavera,340.05,3.5,llego justo a tiempo,Crocs,Cordoba
145,Juguetes,9,Primavera,427.37,1.1,no llego el producto,Lego,Cordoba
145,Baño,11,Primavera,218.95,0.2,muy malo,Cristasol,Cordoba
145,Ferreteria,4,Verano,304.39,0.6,no llego el producto,3M,Cordoba
145,Ferreteria,1,Primavera,258.71,4.4,buena relacion calidad-precio,3M,Cordoba
145,Libros,8,Primavera,425.75,0.5,muy malo,Valdemar,Cordoba
145,Zapatos,10,Otoño,216.7,0.6,no cumple las expectativas,New balance,Cordoba
145,Cocina,7,Verano,40.11,1.1,no llego el producto,Oscar mayer,Cordoba
145,Juguetes,7,Primavera,448.23,1.1,muy malo,Playmobile,Cordoba
145,Libros,10,Otoño,37.11,0.7,no llego el producto,Ediciones Tomodomo,Cordoba
145,Deporte,6,Primavera,286.86,1.2,no llego el producto,Under Armour,Cordoba
145,Libros,6,Verano,298.09,2.0,no llego en tiempo,Alianza Editorial,Cordoba
145,Ropa,4,Otoño,116.54,4.0,justo lo que esperaba,Levis,Cordoba
146,Juguetes,3,Primavera,221.91,0.6,no llego el producto,Chicco,Vigo
146,Libros,8,Otoño,210.79,4.9,justo lo que esperaba,Alianza Editorial,Vigo
146,Ferreteria,7,Verano,209.62,2.1, la calidad no es la esperada,Yale,Vigo
146,Ropa,6,Otoño,402.04,1.0,no llego el producto,Levis,Vigo
146,Ferreteria,5,Otoño,168.49,0.0,muy malo,Sika,Vigo
146,Accesorios,6,Otoño,405.22,1.2,muy malo,Polo,Vigo
146,Hogar,11,Primavera,6.46,0.4,no cumple las expectativas,Colgate - palmolive,Vigo
146,Zapatos,7,Primavera,415.33,0.8,muy malo,Camper,Vigo
146,Zapatos,10,Verano,43.26,2.6, cumple las expectativas,Crocs,Vigo
146,Cocina,3,Primavera,280.84,0.3,muy malo,Oscar mayer,Vigo
146,Accesorios,4,Primavera,490.52,2.1,no llego en tiempo,Polo,Vigo
146,Ropa,11,Primavera,446.64,0.0,no llego el producto,Levis,Vigo
146,Baño,7,Primavera,82.25,1.9,el paquete llego en mal estado,Cif,Vigo
146,Juguetes,6,Primavera,153.32,1.5,no llego el producto,Fisher-price,Vigo
146,Juguetes,7,Otoño,301.75,2.7, cumple las expectativas,Lego,Vigo
146,Zapatos,8,Primavera,263.91,0.4,muy malo,Skechers,Vigo
147,Hogar,10,Verano,133.15,2.5, la calidad no es la esperada,Unilever,Madrid 
147,Ferreteria,9,Verano,196.67,0.1,no cumple las expectativas,Pavco,Madrid 
147,Zapatos,2,Primavera,419.27,3.1,llego justo a tiempo,Crocs,Madrid 
147,Libros,8,Primavera,305.34,3.2,me gusto,Platena Comic,Madrid 
147,Zapatos,8,Otoño,7.64,3.0, cumple las expectativas,New balance,Madrid 
147,Electronica,11,Primavera,482.6,2.1, la calidad no es la esperada,Sony,Madrid 
147,Hogar,2,Verano,425.13,0.3,muy malo,Colgate - palmolive,Madrid 
147,Electronica,4,Verano,129.73,0.6,muy malo,Apple,Madrid 
147,Baño,9,Primavera,389.98,2.3, la calidad no es la esperada,Don limpio,Madrid 
147,Ropa,2,Verano,57.47,4.5,buena relacion calidad-precio,Lacoste,Madrid 
147,Accesorios,7,Primavera,103.83,0.8,muy malo,Bimba y Lola,Madrid 
147,Juguetes,6,Primavera,383.43,1.4,no llego el producto,Chicco,Madrid 
147,Baño,5,Primavera,58.94,3.9, muy bueno!,KH7,Madrid 
147,Deporte,5,Otoño,252.86,2.7,llego justo a tiempo,Under Armour,Madrid 
147,Deporte,5,Primavera,158.95,3.1,me gusto,Asics,Madrid 
147,Baño,1,Otoño,37.29,3.6,justo lo que esperaba,Cristasol,Madrid 
147,Ferreteria,11,Otoño,458.8,0.0,no llego el producto,3M,Madrid 
148,Electronica,4,Verano,218.91,2.6,llego justo a tiempo,Apple,Madrid 
148,Cocina,11,Primavera,41.98,3.0, cumple las expectativas,Bimbo,Madrid 
148,Hogar,10,Verano,127.91,2.9,me gusto,Vileda,Madrid 
148,Deporte,8,Otoño,307.19,1.0,muy malo,Asics,Madrid 
148,Ferreteria,7,Invierno,381.64,2.7, cumple las expectativas,Yale,Madrid 
148,Ferreteria,3,Otoño,305.61,1.5,no llego el producto,3M,Madrid 
148,Baño,6,Otoño,467.75,1.1,no llego el producto,Cif,Madrid 
148,Hogar,3,Otoño,136.56,0.7,no cumple las expectativas,Unilever,Madrid 
148,Deporte,11,Verano,195.37,1.5,muy malo,Nike,Madrid 
148,Cocina,5,Otoño,62.39,1.4,no llego el producto,Flora,Madrid 
148,Ferreteria,4,Verano,93.69,2.9,llego justo a tiempo,3M,Madrid 
148,Hogar,6,Otoño,34.46,4.1,buena relacion calidad-precio,Vileda,Madrid 
148,Ropa,6,Otoño,477.15,4.5, muy bueno!,Hollister,Madrid 
148,Juguetes,6,Primavera,58.84,3.4,me gusto,Fisher-price,Madrid 
148,Accesorios,7,Primavera,181.5,1.6,el paquete llego en mal estado,Polo,Madrid 
148,Ferreteria,1,Primavera,433.29,1.5,no cumple las expectativas,Yale,Madrid 
148,Libros,4,Otoño,215.37,4.7,justo lo que esperaba,Alianza Editorial,Madrid 
149,Electronica,4,Primavera,268.54,4.1,buena relacion calidad-precio,Samsumg,Malaga
149,Zapatos,6,Verano,409.93,2.0,no llego en tiempo,Camper,Malaga
149,Accesorios,7,Verano,495.68,4.2,buena relacion calidad-precio,Ray-ban,Malaga
149,Libros,6,Primavera,263.84,1.2,no llego el producto,Valdemar,Malaga
149,Deporte,7,Primavera,228.03,4.7, muy bueno!,Asics,Malaga
149,Juguetes,8,Verano,116.79,4.0,justo lo que esperaba,Chicco,Malaga
149,Deporte,2,Primavera,70.4,0.8,no cumple las expectativas,Adidas,Malaga
149,Electronica,1,Otoño,260.06,1.6,no llego en tiempo,General Electric,Malaga
149,Cocina,4,Otoño,160.3,3.3,me gusto,Oscar mayer,Malaga
149,Deporte,1,Primavera,229.2,0.5,muy malo,Nike,Malaga
149,Hogar,11,Primavera,94.82,2.6,llego justo a tiempo,Unilever,Malaga
149,Accesorios,11,Invierno,269.78,0.8,no cumple las expectativas,Bimba y Lola,Malaga
149,Electronica,6,Otoño,255.76,1.4,muy malo,General Electric,Malaga
149,Ferreteria,9,Primavera,312.08,3.6,buena relacion calidad-precio,Pavco,Malaga
149,Accesorios,7,Verano,431.54,3.1,llego justo a tiempo,Ray-ban,Malaga
149,Deporte,11,Otoño,6.26,5.0,justo lo que esperaba,Asics,Malaga
149,Deporte,6,Primavera,247.62,4.1,justo lo que esperaba,Under Armour,Malaga
149,Accesorios,6,Primavera,41.55,3.4,llego justo a tiempo, Michael Kors,Malaga
149,Electronica,3,Verano,31.31,2.8,llego justo a tiempo,Sony,Malaga
149,Electronica,7,Primavera,170.75,1.2,muy malo,Sony,Malaga
149,Juguetes,6,Primavera,361.74,3.3, cumple las expectativas,Chicco,Malaga
149,Juguetes,1,Verano,326.54,0.5,no cumple las expectativas,Fisher-price,Malaga
149,Ferreteria,3,Otoño,28.61,2.1, la calidad no es la esperada,3M,Malaga
150,Accesorios,4,Primavera,457.05,4.3,buena relacion calidad-precio,Bimba y Lola,Murcia
150,Accesorios,1,Otoño,119.91,2.3,el paquete llego en mal estado,Ray-ban,Murcia
150,Electronica,4,Primavera,81.41,4.5,buena relacion calidad-precio,Samsumg,Murcia
150,Zapatos,8,Verano,206.91,2.5, la calidad no es la esperada,New balance,Murcia
150,Electronica,7,Primavera,68.27,3.7,buena relacion calidad-precio,Apple,Murcia
150,Ferreteria,2,Primavera,101.28,4.4,buena relacion calidad-precio,Yale,Murcia
150,Cocina,3,Primavera,68.78,3.7,justo lo que esperaba,Bimbo,Murcia
150,Accesorios,11,Primavera,452.37,0.5,no cumple las expectativas,Polo,Murcia
150,Zapatos,8,Otoño,76.87,3.3,me gusto,Crocs,Murcia
150,Zapatos,11,Verano,42.07,2.2,el paquete llego en mal estado,Camper,Murcia
150,Hogar,5,Invierno,115.47,1.0,no cumple las expectativas,Colgate - palmolive,Murcia
150,Cocina,7,Otoño,20.04,2.7,llego justo a tiempo,Nescafe,Murcia
150,Accesorios,4,Verano,283.55,3.6, muy bueno!,Polo,Murcia
150,Accesorios,7,Primavera,143.38,0.8,no llego el producto, Michael Kors,Murcia
150,Electronica,1,Primavera,79.28,1.3,no llego el producto,Sony,Murcia
150,Ropa,9,Primavera,445.57,1.7,el paquete llego en mal estado,Lacoste,Murcia
150,Ropa,10,Primavera,294.54,3.0,llego justo a tiempo,Roxy,Murcia
150,Baño,5,Otoño,204.9,2.3,no llego en tiempo,Cif,Murcia
150,Hogar,5,Verano,275.65,4.5,justo lo que esperaba,Unilever,Murcia
150,Electronica,1,Primavera,247.52,1.5,muy malo,General Electric,Murcia
150,Baño,1,Primavera,329.98,2.8, cumple las expectativas,Cif,Murcia
150,Zapatos,7,Primavera,286.71,1.2,muy malo,New balance,Murcia
151,Electronica,2,Primavera,486.37,3.2,llego justo a tiempo,Sony,Gijón
151,Hogar,10,Primavera,249.81,3.1, cumple las expectativas,Vileda,Gijón
151,Zapatos,11,Otoño,498.29,3.8,justo lo que esperaba,Crocs,Gijón
151,Deporte,11,Otoño,101.19,3.7,buena relacion calidad-precio,Under Armour,Gijón
151,Baño,1,Primavera,218.05,3.1, cumple las expectativas,KH7,Gijón
151,Ropa,9,Primavera,218.42,4.6,buena relacion calidad-precio,Roxy,Gijón
151,Juguetes,6,Otoño,323.1,0.1,no llego el producto,Chicco,Gijón
151,Electronica,6,Verano,84.05,1.3,muy malo,Samsumg,Gijón
151,Cocina,6,Otoño,293.7,3.4, cumple las expectativas,Oscar mayer,Gijón
151,Cocina,1,Primavera,192.92,0.3,muy malo,Flora,Gijón
151,Baño,5,Primavera,401.51,4.7,justo lo que esperaba,Cif,Gijón
151,Baño,9,Otoño,18.13,4.0, muy bueno!,KH7,Gijón
151,Electronica,11,Primavera,340.96,0.9,muy malo,Apple,Gijón
151,Electronica,1,Primavera,400.79,4.0,buena relacion calidad-precio,Sony,Gijón
151,Hogar,9,Primavera,471.61,3.2,me gusto,Colgate - palmolive,Gijón
151,Electronica,5,Verano,368.58,2.0,no llego en tiempo,Sony,Gijón
151,Baño,2,Primavera,90.61,2.8,me gusto,Cif,Gijón
151,Zapatos,4,Primavera,108.78,1.7,no llego en tiempo,Crocs,Gijón
151,Ferreteria,3,Primavera,384.48,1.7,el paquete llego en mal estado,3M,Gijón
151,Ropa,3,Otoño,110.24,3.3,llego justo a tiempo,Roxy,Gijón
151,Electronica,4,Otoño,138.4,4.0, muy bueno!,General Electric,Gijón
151,Deporte,5,Verano,351.2,4.8, muy bueno!,Under Armour,Gijón
151,Electronica,3,Otoño,347.09,4.7, muy bueno!,Samsumg,Gijón
151,Electronica,6,Primavera,312.74,3.4, cumple las expectativas,Apple,Gijón
151,Juguetes,3,Primavera,179.89,3.2,me gusto,Playmobile,Gijón
152,Libros,6,Primavera,373.2,0.4,muy malo,Alianza Editorial,Barcelona
152,Ferreteria,1,Verano,353.77,3.6,justo lo que esperaba,3M,Barcelona
152,Juguetes,3,Primavera,70.18,3.0, cumple las expectativas,Fisher-price,Barcelona
152,Baño,10,Primavera,288.97,0.1,no llego el producto,Cristasol,Barcelona
152,Zapatos,11,Primavera,371.53,1.8,el paquete llego en mal estado,Camper,Barcelona
152,Cocina,8,Otoño,58.29,4.0,buena relacion calidad-precio,Bimbo,Barcelona
152,Accesorios,9,Primavera,179.69,1.2,no llego el producto,Bimba y Lola,Barcelona
152,Electronica,11,Primavera,112.59,3.7,justo lo que esperaba,Apple,Barcelona
152,Cocina,4,Primavera,315.47,4.3, muy bueno!,Oscar mayer,Barcelona
152,Libros,10,Otoño,432.82,3.9,justo lo que esperaba,Platena Comic,Barcelona
152,Juguetes,3,Primavera,334.15,2.6,llego justo a tiempo,Chicco,Barcelona
152,Deporte,6,Primavera,272.73,1.1,no cumple las expectativas,Nike,Barcelona
153,Deporte,4,Primavera,384.16,0.9,no cumple las expectativas,Adidas,Sevilla
153,Ferreteria,10,Otoño,451.16,4.8, muy bueno!,3M,Sevilla
153,Accesorios,6,Primavera,105.7,2.6,llego justo a tiempo,Ray-ban,Sevilla
153,Electronica,5,Otoño,158.93,4.9, muy bueno!,Sony,Sevilla
153,Deporte,3,Primavera,492.38,4.5, muy bueno!,Asics,Sevilla
153,Libros,6,Primavera,20.1,4.8,justo lo que esperaba,Alianza Editorial,Sevilla
153,Hogar,10,Primavera,436.55,0.1,no llego el producto,Unilever,Sevilla
153,Juguetes,11,Primavera,51.47,3.3,me gusto,Chicco,Sevilla
153,Ferreteria,11,Primavera,142.27,1.4,no cumple las expectativas,Sika,Sevilla
153,Baño,3,Verano,7.88,0.3,no cumple las expectativas,Cif,Sevilla
153,Ferreteria,7,Otoño,252.9,4.6,buena relacion calidad-precio,Pavco,Sevilla
153,Libros,11,Primavera,54.52,1.1,no llego el producto,Valdemar,Sevilla
153,Juguetes,8,Primavera,242.45,4.8, muy bueno!,Playmobile,Sevilla
153,Ferreteria,1,Primavera,188.27,4.3,buena relacion calidad-precio,Sika,Sevilla
153,Cocina,10,Primavera,39.9,0.9,no llego el producto,Flora,Sevilla
153,Juguetes,9,Primavera,286.72,1.4,no cumple las expectativas,Fisher-price,Sevilla
153,Libros,9,Otoño,378.14,3.4,llego justo a tiempo,Platena Comic,Sevilla
153,Libros,9,Verano,32.37,2.9,llego justo a tiempo,Valdemar,Sevilla
153,Electronica,7,Verano,107.06,1.2,no cumple las expectativas,Apple,Sevilla
153,Accesorios,11,Otoño,403.92,2.6, cumple las expectativas,Ray-ban,Sevilla
153,Zapatos,8,Primavera,387.94,3.5,me gusto,Skechers,Sevilla
153,Deporte,8,Otoño,128.8,0.0,muy malo,Asics,Sevilla
153,Ferreteria,2,Primavera,34.82,1.5,no cumple las expectativas,Yale,Sevilla
154,Ferreteria,7,Primavera,255.07,0.9,no llego el producto,Yale,Bilbao
154,Ferreteria,8,Otoño,259.21,4.9,justo lo que esperaba,Sika,Bilbao
154,Zapatos,7,Otoño,36.41,0.2,muy malo,Skechers,Bilbao
154,Juguetes,11,Otoño,230.41,3.0, cumple las expectativas,Chicco,Bilbao
154,Libros,8,Primavera,227.82,4.6,justo lo que esperaba,Alianza Editorial,Bilbao
154,Hogar,3,Primavera,217.62,5.0, muy bueno!,Unilever,Bilbao
154,Electronica,3,Verano,456.75,0.6,no llego el producto,Apple,Bilbao
154,Baño,8,Primavera,205.49,3.3,me gusto,KH7,Bilbao
154,Libros,5,Otoño,222.32,3.8,buena relacion calidad-precio,Alianza Editorial,Bilbao
154,Hogar,1,Primavera,482.7,4.6,buena relacion calidad-precio,Henkel,Bilbao
154,Baño,6,Primavera,222.03,4.2,justo lo que esperaba,KH7,Bilbao
154,Zapatos,9,Primavera,245.29,3.5,me gusto,Camper,Bilbao
154,Juguetes,1,Primavera,282.66,1.6, la calidad no es la esperada,Fisher-price,Bilbao
154,Libros,8,Primavera,82.97,4.3,buena relacion calidad-precio,Valdemar,Bilbao
154,Zapatos,4,Primavera,81.06,1.6,el paquete llego en mal estado,Crocs,Bilbao
154,Cocina,8,Primavera,61.13,1.6,el paquete llego en mal estado,Bimbo,Bilbao
154,Libros,2,Verano,445.28,1.0,muy malo,Alianza Editorial,Bilbao
154,Cocina,8,Otoño,319.66,2.4,el paquete llego en mal estado,Bimbo,Bilbao
154,Ropa,5,Otoño,89.8,3.6, muy bueno!,Levis,Bilbao
154,Juguetes,11,Otoño,84.6,4.4,justo lo que esperaba,Fisher-price,Bilbao
154,Electronica,1,Verano,352.29,1.7,no llego en tiempo,Sony,Bilbao
154,Electronica,4,Primavera,128.87,2.4,no llego en tiempo,Apple,Bilbao
154,Libros,5,Primavera,174.42,0.2,no llego el producto,Valdemar,Bilbao
155,Baño,7,Primavera,36.68,1.5,muy malo,KH7,Madrid 
155,Baño,7,Primavera,176.35,0.5,no cumple las expectativas,KH7,Madrid 
155,Cocina,9,Verano,254.21,2.0, la calidad no es la esperada,Bimbo,Madrid 
155,Deporte,8,Verano,282.97,1.5,no cumple las expectativas,Under Armour,Madrid 
155,Deporte,5,Verano,208.72,4.0,justo lo que esperaba,Under Armour,Madrid 
155,Ropa,11,Verano,458.94,1.9,no llego en tiempo,Hollister,Madrid 
155,Ropa,4,Verano,253.46,2.9,me gusto,Hollister,Madrid 
155,Ferreteria,1,Primavera,382.63,0.7,muy malo,Sika,Madrid 
155,Juguetes,7,Primavera,44.68,0.5,muy malo,Chicco,Madrid 
155,Accesorios,4,Verano,155.93,2.7,llego justo a tiempo, Michael Kors,Madrid 
155,Hogar,8,Primavera,374.3,3.9,buena relacion calidad-precio,Unilever,Madrid 
155,Deporte,2,Otoño,219.83,3.3,llego justo a tiempo,Under Armour,Madrid 
155,Deporte,6,Otoño,41.23,4.7,buena relacion calidad-precio,Under Armour,Madrid 
155,Cocina,4,Otoño,379.78,1.9,no llego en tiempo,Oscar mayer,Madrid 
155,Zapatos,11,Otoño,414.07,2.1,no llego en tiempo,Camper,Madrid 
